DEELGEMEENTE;STRAAT;NUMMER;TYPE;LIGGING;MI_STYLE;MI_PRINX;latWGS84;loWGS84;Aangemaakt op
Centrum;SINT-ANNAPLEIN;BR167;F;op hoek met Joost de Damhouderstraat;Symbol (35, 0, 12);677;51.2118339322087;3.23206636007796;30/10/2017
Dudzele;KREKENSTRAAT;DU018;F;op speelplein aan zitbank;Symbol (35, 0, 12);1054;51.2730253811461;3.22598392938029;30/10/2017
Zeebrugge;VEERBOOTSTRAAT;ZB124;X;1ste straat links t.h.v. nr 49 (speeltuin);;1611;51.3262177543873;3.19114660105379;30/10/2017
Sint-Kruis;GERALAAN;SK060;F;aan ingang Gulden Kamer;;338;51.2188647114111;3.24824716716849;30/10/2017
Assebroek;TRAMSTRAAT;AS114;F;thv hoek Sint-Kristoffelstraat;;29;51.2025207736828;3.24951391855897;30/10/2017
Assebroek;VRIJHEIDSSTRAAT;AS152;F;op speelplein r.o. nr. 92;;1845;51.1961999417718;3.23339004338012;30/10/2017
Centrum;ARENTSHOF;BR089;L;aan brugje;Symbol (35, 0, 12);560;51.2050042141132;3.22541008808039;30/10/2017
Brugge Centrum;STATIONSPLEIN;BR232;S;aan bushalte - perron 1 (zijperron);;1890;51.1980795362474;3.21782433466019;30/10/2017
Sint-Kruis;DEKENSTRAAT;SK129;F;aan toegang speelplein r.o. nr. 22;;1831;51.2165946877637;3.27786608160621;30/10/2017
Sint-Andries;LEGEWEG;SA009;F;naast bank aan rondpunt met St-Hubertuslaan;;115;51.2066756828524;3.18447147415543;30/10/2017
Zeebrugge;LONDENSTRAAT;ZB039;ZD;op hoek met Kustlaan;Symbol (35, 0, 12);912;51.3267542751539;3.17720463612831;30/10/2017
Centrum;ANNUNTIATENSTRAAT;BR035;F;speelplein, naast hondentoilet;Symbol (35, 0, 12);514;51.2155220828386;3.22470582058006;30/10/2017
Brugge;'T ZAND;BR474;ZD;aan fontein op middenplein, kant concertgebouw;;1631;51.2046311067932;3.21794822349407;30/10/2017
Sint-Kruis;DEKENSTRAAT;SK038;F;op speelplein aan picknicktafel;Symbol (35, 0, 12);1212;51.2162516251816;3.27864266811003;30/10/2017
Zeebrugge;KUSTLAAN;ZB140;F;aan ingang parking Vlaams Gewest (tgn Knokke-Heist);Symbol (35, 0, 12);1089;51.3386843636532;3.22429188671277;30/10/2017
Centrum;GELDMUNTSTRAAT;BR256;L;thv nr 12;Symbol (35, 0, 12);754;51.2090630657948;3.22245216807452;30/10/2017
;;;;;;1673;51.1805029622101;3.23447997098062;30/10/2017
Assebroek;BARON RUZETTELAAN;AS101;F;aan bushaltepaal naast nr 6 (tankstation);;82;51.1978673318926;3.23074754364015;30/10/2017
Sint-Kruis;DOMEIN GULDEN KAMER;SK054;F;aan skate ramp;;332;51.2171207358569;3.24746466755632;30/10/2017
Centrum;KATELIJNEVEST;BR108;L;aan hoek met Katelijnestraat;Symbol (35, 0, 12);577;51.1997762809196;3.22921615354524;30/10/2017
Assebroek;FORTUINSTRAAT;AS087;F;aan bushalte r.o. nr 86;;73;51.2056724691099;3.25389156991629;30/10/2017
Sint-Andries;SPORTPARK WATERTOREN;SA059;F;aan inrit voorbij parking;;145;51.1938971977014;3.18623978078404;30/10/2017
Lissewege;4037;LI019;F;aan bank naast speelplein;;1554;51.2934496345568;3.19600382809299;30/10/2017
Christus-Koning;SCHEEPSDALELAAN;CK043;FL;aan de bushalte tegenaan hoek Houtkaai;Symbol (35, 0, 12);1520;51.2187345739626;3.20997311846092;30/10/2017
Sint-Michiels;179;SM063;ZD;achterzijde station bovenaan linkse toegangshelling naar platform;;1567;51.1970222579761;3.21602503265282;30/10/2017
Centrum;'T ZAND;BR235;L;thv nr 13 (Melrose);Symbol (35, 0, 12);737;51.2056487955648;3.21791008154422;30/10/2017
Sint-Pieters;SINT-PIETERSPLAS;SP069;F;aan fierljep-installatie (polstokspringen over gracht);Symbol (35, 0, 12);1176;51.2293951746573;3.19366399673973;30/10/2017
Sint-Michiels;BARON DE SERRETSTRAAT;SM072;F;aan bushalte thv nr 81;Symbol (35, 0, 12);386;51.184560933356;3.21849442321362;30/10/2017
Kruisabele;DUDZEELSE STEENWEG;KR009;ZD;aan bank thv nr 403;;108;51.2541037734658;3.22883737452155;30/10/2017
Brugge;BUITEN DE SMEDENPOORT;BR213;FL;naast inrit naar groendienst;;1855;51.2044578254935;3.21139804833162;30/10/2017
Sint-Pieters;SINT-PIETERSKERKLAAN;SP004;FL;aan bushalte r.o. Paul de Halleuxstraat;Symbol (35, 0, 12);417;51.2345735023378;3.21325899774979;30/10/2017
Brugge;PAALSTRAAT;BR478;F;tussen banken in doorsteek aan nr. 19;;1712;51.2064246200251;3.21523913434493;30/10/2017
Assebroek;TRAGELWEG;AS110;F;in midden tussen bruggen Steenbrugge en BN-Bombardier;Symbol (35, 0, 12);1487;51.187694298941;3.23297603187926;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;216;51.1937057364799;3.18158959779314;30/10/2017
Centrum;;BR125;L;Baron Ruzettepark, aan banken fietspad kanaal;Symbol (35, 0, 12);646;51.2213510635388;3.22302751221576;30/10/2017
Lissewege;BEUKEMARESTRAAT;LI022;F;aan bank op hoek met Lisseweegs Vaartje;;1731;51.3030308921189;3.19764872970132;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1388;51.1941734003351;3.18038442350533;30/10/2017
Sint-Jozef;KOOLKERKSE STEENWEG;SJ006;F;thv nr 29;;278;51.2234159810543;3.23419538643674;30/10/2017
Centrum;KATELIJNESTRAAT;BR105;L;op Ankerplaats;Symbol (35, 0, 12);574;51.1990119003503;3.22986563256768;30/10/2017
Centrum;KONING ALBERTPARK;BR187;L;aan bank tussen 2 toegangen Cpucientje (onderste wandelpad);Symbol (35, 0, 12);693;51.2020692889282;3.21852591037018;30/10/2017
Sint-Andries;FORT ZEVENBERGEN;SA167;F;Op speelplein aan banken r.o. nr. 10;;1753;51.1921406205248;3.19421733890433;30/10/2017
Assebroek;DAVERLOPARK;AS096;F;aan afdak voor toeschouwers tss voetbalterreinen;;12;51.1939260083927;3.24625825589678;30/10/2017
Centrum;OOSTMEERS;BR196;L;op hoek met ring;Symbol (35, 0, 12);979;51.1988183075099;3.21967768039801;30/10/2017
Assebroek;VINKENPLEIN;AS039;F;;;28;51.2044413626128;3.2496763110387;30/10/2017
Sint-Michiels;KONING ALBERT I-LAAN;SM070;FL;plein balkonrotonde boven aan trappen naar psychiatrische instelling;;1825;51.1956778699817;3.21416028209724;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;231;51.1927156934483;3.18016886910974;30/10/2017
Sint-Pieters;KAREL MESTDAGHSTRAAT;SP026;F;op graspleintje;Symbol (35, 0, 12);436;51.2200704473907;3.20344299894911;30/10/2017
Brugge;NOORDZANDSTRAAT;BR489;L;t.h.v. nr. 62 (hoek Wulfhagestraat);;1859;51.2067692865583;3.21929035091374;30/10/2017
Sint-Andries;ZEEWEG;SAXXX;F;B-T-CH grot;Symbol (35, 0, 12);1419;51.171276539449;3.16244430988849;30/10/2017
Sint-Jozef;JAN LERNOUTSTRAAT;SJ045;F;op speelplein achter De Grendel;Symbol (35, 0, 12);1307;51.2307646756511;3.23872699627565;30/10/2017
Centrum;BARGEWEG;BR163;L;naast mobilhomeparking;Symbol (35, 0, 12);675;51.1964106493791;3.22534208473532;30/10/2017
Sint-Kruis;MAALSE STEENWEG;SK130;FL;aan bushalte t.h.v.nr. 361;;1843;51.2070918433391;3.27535704695933;30/10/2017
Sint-Andries;WAGGELWATERSTRAAT;SA147;F;aan bushalte t.h.v. Lieven Bauwensstraat;;1603;51.2136550413116;3.20092390262832;30/10/2017
Christus-Koning;GRAAF VISARTPARK;CK001;L;in verlengde Filips de Goedelaan (kant water);Symbol (35, 0, 12);969;51.2121367452713;3.21346406784045;30/10/2017
Centrum;MINNEWATERPARK;BR140;L;aan Bakkersreitje richting Arsenaalstraat;Symbol (35, 0, 12);779;51.2003787732565;3.22548281962807;30/10/2017
brugge-centrum;GUIDO GEZELLEPLEIN;BR311;L;aan bushalte t.h.v. OLV-kerk;;1882;51.2048419210333;3.22385279625946;30/10/2017
Zeebrugge;GRAAF JANSDIJK;ZB045;ZD;tussen Rederskaai en Appelzakstraat;Symbol (35, 0, 12);583;51.3353582495609;3.20555267346689;30/10/2017
Kruisabele;DUDZEELSE STEENWEG;KR008;ZD;aan bushalte r.o. nr 383;;107;51.2496790844341;3.23049477479468;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA088;F;aan bushalte thv Sint-Baafskerk;;161;51.2021744711859;3.20405402008579;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM004;F;"aan telefooncel thv school ""Simon Stevin""";Symbol (35, 0, 12);1121;51.1927782867569;3.2136075182451;30/10/2017
Brugge;BEGIJNENVEST;BR085;F;Begijnenvest (wandelpad) aan 1e bank;;1815;51.1985404787582;3.2206642554714;30/10/2017
Sint-Michiels;SINT-ARNOLDUSLAAN;SM085;F;aan bushalte thv nr 117;Symbol (35, 0, 12);394;51.176563862808;3.22664661401471;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA128;F;aan bushalte thv nr 181;;185;51.2012919879015;3.20046984734915;30/10/2017
Assebroek;CANADARING;ASXXX;;kinderboerderij;Symbol (35, 0, 12);1299;51.1894370367607;3.24459583974114;30/10/2017
Brugge Centrum;STATIONSPLEIN;BR240;S;aan bushalte - perron 3 (middenperron);;1891;51.198163527025;3.21816982566326;30/10/2017
Sint-Kruis;TER HEIDE;SK039;F;aan bushalte r.o. nr11;;322;51.2037760981421;3.26906137833453;30/10/2017
Assebroek;ROZENSTRAAT;AS093;F;op hoek met Tulpenstraat aan petanqueplein;;75;51.1940608690218;3.23742819288753;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;218;51.1934392899571;3.18171440984897;30/10/2017
Centrum;VLAMINGSTRAAT;BR362;L;r.o. stadsschouwburg;Symbol (35, 0, 12);840;51.2108197096048;3.2243709400895;30/10/2017
Sint-Kruis;MONTPELLIER;SK114;F;op verbindingspad naar Pijpeweg naast bank;Symbol (35, 0, 12);1443;51.2171214065279;3.28287183573917;30/10/2017
Sint-Michiels;KERKEBEEKPAD;SM016;F;aan vijvertje achter dolfinarium;Symbol (35, 0, 12);1266;51.1848494685616;3.2126715089325;30/10/2017
Assebroek;DAVERLOSTRAAT;AS128;FL;Daverlopark - bovenaan trap naar zithoek op skatepark;;1659;51.1942036290204;3.24834178852864;30/10/2017
Sint-Kruis;VELTEMWEG;SK004;F;aan fietsrekken naast Interbad;;299;51.2072640841989;3.25764095637826;30/10/2017
Centrum;MINNEWATERPARK;BR138;L;aan Bakkersreitje richting Arsenaalstraat;Symbol (35, 0, 12);656;51.2001615131425;3.22554532209193;30/10/2017
Centrum;BARGEWEG;BR438;L;naast mobilhomeparking;Symbol (35, 0, 12);670;51.1968431349203;3.22692506546906;30/10/2017
Assebroek;BLAUWVOETSTRAAT;AS081;F;aan bank op grasplein;;67;51.2029255451908;3.25790657374459;30/10/2017
Sint-Michiels;BINNENHOF;SM124;F;aan bank op trapveld (ingang naast nr. 8);;1694;51.1781705980923;3.21912630599997;30/10/2017
Sint-Andries;OORLOGSVRIJWILLIGERSLAAN;SA159;F;aan bank langs wegel naast trapveld;;1707;51.1850610281045;3.17682368604347;30/10/2017
Centrum;BARGEWEG;BR437;L;op middenplein naast banken;Symbol (35, 0, 12);1068;51.1975483240735;3.22602801313526;30/10/2017
Centrum;PRINSENHOF;BR381;L;;Symbol (35, 0, 12);1038;51.208246512604;3.22024988032902;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;221;51.1941650944469;3.17978891673984;30/10/2017
Sint-Andries;LEGEWEG;SA023;F;aan petanqueplein op hoek met Hoge Lane;;1793;51.2051957652237;3.20729957190252;30/10/2017
Sint-Andries;5030;SA035;Fa;thv nr 546;;125;51.1971337500388;3.17917655984363;30/10/2017
Zeebrugge;REDERSKAAI;ZB052;ZD;r.o. nr 47;Symbol (35, 0, 12);607;51.3350919962592;3.20759052368145;30/10/2017
Sint-Andries;SINT-BAAFSSTRAAT;SA087;F;op plein op hoek met Hertogenstraat;Symbol (35, 0, 12);1258;51.1986443321396;3.20073901542591;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;192;51.1936324172187;3.17787149283379;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM039;F;aan bushalte thv nr 187;Symbol (35, 0, 12);380;51.1827509947484;3.20950039151719;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM142;FL;langs fietspad tussen KTA en balkonrotonde;;1868;51.1942212316813;3.21424033863992;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;242;51.1928680297351;3.18183590428508;30/10/2017
Christus-Koning;BEVRIJDINGSLAAN;CK041;FL;aan fietsgarages op hoek met Peter Benoitlaan;Symbol (35, 0, 12);896;51.2102194232684;3.21198207399478;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM041;FL;r.o. nr. 101;;1539;51.1869165943827;3.21055029661024;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM047;F;achterzijde gemeentehuis;Symbol (35, 0, 12);1154;51.1881242931727;3.21005480516251;30/10/2017
Centrum;GENTHOF;BR023;F;r.o. nr 31;Symbol (35, 0, 12);503;51.2130030817524;3.22785989466621;30/10/2017
Centrum;KONING ALBERG I-LAAN;BR465;L;op benedenwandelpad aan banken;Symbol (35, 0, 12);1496;51.2021419753139;3.21718307414084;30/10/2017
Assebroek;KROOSMEERS;AS072;F;aan speelplein;;58;51.186720737035;3.24484564438809;30/10/2017
Centrum;GUIDO GEZELLELAAN;BR173;L;r.o. nr5;Symbol (35, 0, 12);680;51.2058395847665;3.21264487483577;30/10/2017
Sint-Michiels;KERKEBEEKPAD;SM012;M;op hoek met Dorpsstraat;Symbol (35, 0, 12);1261;51.1882147885581;3.21385505288357;30/10/2017
Sint-Pieters;BLANKENBERGSE STEENWEG;SP072;F;aan bushalte r.o. B-park;Symbol (35, 0, 12);470;51.2485304092587;3.19405324527771;30/10/2017
Koolkerke;VAARTBEKEWEG;KO008;F;aan trapveld;Symbol (35, 0, 12);1114;51.2324617756033;3.24560216292592;30/10/2017
Sint-Pieters;KAREL MESTDAGHSTRAAT;SP025;F;aan bank op graspleintje;Symbol (35, 0, 12);435;51.2196978607399;3.20302972582386;30/10/2017
Sint-Kruis;VELTEMWEG;SK102;F;in dreef naast school op splitsing naar zwembad;Symbol (35, 0, 12);1425;51.2069926771326;3.25675268891033;30/10/2017
Centrum;KONINGIN ASTRIDPARK;BR065;L;aan splitsing r.o. vijver;Symbol (35, 0, 12);539;51.2062247287495;3.23096250987603;30/10/2017
Centrum;SPEELMANSREI;BR459;F;thv Neststraat (kant kaaimuur);Symbol (35, 0, 12);1450;51.2072886411546;3.21732172532206;30/10/2017
Assebroek;ODEGEMSTRAAT;AS049;F;aan bushalte r.o. nr 53;;38;51.1893520125662;3.24321111316938;30/10/2017
Sint-Andries;FREDERIK SANDERPARK;SA117;F;aan 1e bank komende van de parking;Symbol (35, 0, 12);1521;51.1992083473874;3.20764553167028;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM126;F;Domein Park De Rode Poort op speelplein tussen picknicktafels;;1708;51.1771706105526;3.20980488756727;30/10/2017
Centrum;KAZERNEVEST;BR260;L;r.o. 't Bilkske;Symbol (35, 0, 12);760;51.2076727360169;3.23948911118175;30/10/2017
Zwankendamme;DOORNWEG;ZW006;F;sportvelden, aan petanqueplein;;1920;51.3091867198462;3.1986098683122;30/10/2017
Centrum;BARGEWEG;BR443;L;aan openbaar toilet;Symbol (35, 0, 12);1069;51.1978068304752;3.22579666102976;30/10/2017
Koolkerke;BRUGSE STEENWEG;KO012;F;op hoek met Zoete-Vaartstraat;;89;51.2333799500372;3.24283711073781;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1347;51.1933746239975;3.18381670622087;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;257;51.1912033848837;3.18040101618366;30/10/2017
Centrum;SINT-AMANDSTRAAT;BR412;L;op Sint-Amandsplein aan zitbank;Symbol (35, 0, 12);985;51.2084757267664;3.22309273051551;30/10/2017
Dudzele;WESTKAPELSE STEENWEG;DU021;F;aan bushalte t.h.v. nr. 80;;1737;51.2772103143842;3.22982299915134;30/10/2017
Zeebrugge;SINT-GEORGES-DAY-WANDELING;ZB018;F;;Symbol (35, 0, 12);952;51.3308121368053;3.1826092845264;30/10/2017
Sint-Andries;EDGARD DE SMEDTPLANTSOEN;SA114;F;aan glasbol;;172;51.2014960999589;3.20754434589432;30/10/2017
Sint-Jozef;FORT LAPIN;SJ029;F;aan groenzone langs de ringweg;;294;51.2231219480802;3.23229618611;30/10/2017
Centrum;KETSBRUGGESTRAAT;BR183;L;aan banken op einde straat;Symbol (35, 0, 12);689;51.1972946023959;3.22328048530835;30/10/2017
Centrum;EZELSTRAAT;BR320;L;op A. van Ackerplein;Symbol (35, 0, 12);823;51.2134603553945;3.21835949575807;30/10/2017
Sint-Kruis;POLDERSTRAAT;SK024;F;"op pleintje achter ""De Zorghe""";;310;51.2147036035283;3.25219969274425;30/10/2017
Sint-Pieters;SINT-PIETERSGROENESTRAAT;SP086;F;in begin van fietspad naar Krakeleweg;Symbol (35, 0, 12);482;51.223645239916;3.2157165891773;30/10/2017
Sint-Jozef;PANNEBEKESTRAAT;SJ046;FL;op speelplein aan banken klimtoren;;1907;51.2273107984739;3.23126574616127;30/10/2017
Zeebrugge;SINT-GEORGES-DAY-WANDELING;ZB017;F;;Symbol (35, 0, 12);951;51.3311351615264;3.18234948371694;30/10/2017
Kruisabele;SIKKELSTRAAT;KR010;F;in dreef aan picknicktafel (kant Dudzeelse Stwg);;1795;51.2445182296555;3.22802861306109;30/10/2017
Zeebrugge;VENETIËSTRAAT;ZB111;F;aan station;Symbol (35, 0, 12);956;51.3265695449127;3.1950485138799;30/10/2017
Assebroek;PANNENHUISSTRAAT;AS059;FL;aan bushalte op hoek J. De Schepperstraat;;46;51.1887696514791;3.27763207428083;30/10/2017
Brugge-centrum;STATIONSPLEIN;BR189;S;aan bushalte - perron 13 (zijperron);;1887;51.1984526796921;3.21888456141602;30/10/2017
Sint-Andries;GISTELSE STEENWEG;SA083;FL;aan bushalte r.o. nr 468;;160;51.1978531108363;3.18445739660358;30/10/2017
Brugge;JAKOBINESSENSTRAAT;BR479;F;aan bank naast trapveld (ingang naast nr. 47);;1727;51.2032126763267;3.23170779770938;30/10/2017
Brugge;224;BR385;La;"aan fietsrek voor ""Cranenburg""";Symbol (35, 0, 12);1019;51.2087826766907;3.22391539645986;30/10/2017
Sint-Andries;KNOTWILGENLAAN;SA057;F;aan petanquebaan op speelplein;Symbol (35, 0, 12);1207;51.2076760164425;3.17699653464476;30/10/2017
Zeebrugge;LONDENSTRAAT;ZB035;ZD;op hoek met Zeedijk (r.o. nr 2);Symbol (35, 0, 12);914;51.328229657648;3.17641960729493;30/10/2017
Centrum;SULFERBERGSTRAAT;BR109;F;buurtparking (aan fietsrekken);Symbol (35, 0, 12);578;51.2006378581696;3.22735055202733;30/10/2017
Centrum;POTTERIEREI;BR041;F;r.o. nr79;Symbol (35, 0, 12);518;51.2195163879313;3.23032649216159;30/10/2017
Sint-Andries;LEGEWEG;SA148;F;tussen Pauwstraat en expressweg;;1622;51.2055042377251;3.19493815866882;30/10/2017
Sint-Kruis;BISSCHOPSDREEF;SK031;F;r.o. nr 46;;316;51.2171471068576;3.26126945977074;30/10/2017
Centrum;GROENINGE;BR086;L;ledigen via hekken Arentshof;Symbol (35, 0, 12);557;51.2053509858837;3.22603803271724;30/10/2017
Sint-Kruis;VELTEMWEG;SK001;F;naast bank op toegangsweg tot Interbad;;296;51.2079695526082;3.25736588054081;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;194;51.1932802775406;3.1793835781057;30/10/2017
Sint-Pieters;TEMPELHOF;SP016;F;sportcomplex, naast bank aan hondenclub;Symbol (35, 0, 12);1134;51.2258551440434;3.2043559999846;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;251;51.1923497138128;3.18042162798189;30/10/2017
;;;;;;1647;51.2049590850667;3.21818459975993;30/10/2017
Kruisabele;SIKKELSTRAAT;KR003;F;aan bank op speelplein;;1821;51.2459791363969;3.230149973761;30/10/2017
Sint-Andries;KOSTERIJSTRAAT;SA141;F;op speelplein naast bank;Symbol (35, 0, 12);1423;51.1977949153087;3.176476002408;30/10/2017
Sint-Andries;DIKSMUIDSE HEERWEG;SA051;F;r.o. Zevenbergenlaan;;139;51.1880610097113;3.18796614832213;30/10/2017
centrum;FORT LAPIN;SJ051;F;tussen 2 banken aan ligplaats schepen handelskom (r.o. Gistfabriek);Symbol (35, 0, 12);1519;51.2227048525226;3.22965445314791;30/10/2017
Zeebrugge;REDERSKAAI;ZB074;ZD;r.o. nr 11;Symbol (35, 0, 12);617;51.3337368364316;3.20234115820488;30/10/2017
Centrum;HENDRIK CONSCIENCELAAN;BR158;L;aan banken r.o. nr6;Symbol (35, 0, 12);671;51.2012884083505;3.21485780768854;30/10/2017
Centrum;MINNEWATERPARK;BR137;L;voor parking van kasteel;Symbol (35, 0, 12);654;51.1999078145812;3.22471596082794;30/10/2017
brugge centrum;STATIONSPLEIN;BR292;S;aan bushalte - perron 11 (middenperron);;1899;51.1984973690742;3.21795305677383;30/10/2017
Sint-Pieters;SINT-PIETERSPLAS;SP079;F;tss gebouw en vijver;Symbol (35, 0, 12);1177;51.2330422242558;3.19835657502244;30/10/2017
Assebroek;MISPELBILK;AS079;F;aan speelplein;;65;51.2050059553484;3.25719664242853;30/10/2017
Assebroek;CANADARING;ASXXX;;kinderboerderij;Symbol (35, 0, 12);1302;51.1890591052121;3.24482438757718;30/10/2017
Sint-Pieters;GENTELE;SP041;F;aan banken naast basketbalterrein;Symbol (35, 0, 12);446;51.2291988095982;3.19641535728926;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM079;F;achterzijde gemeentehuis tegen K. Albertlaan;Symbol (35, 0, 12);1286;51.1882262321536;3.20993240997679;30/10/2017
Sint-Pieters;543;SM094;F;oude spoorwegbedding, r.o. Sint-Pietersnoordstraat;;1571;51.2252986621085;3.21194233581024;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;209;51.1941318571496;3.18063262035643;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1352;51.1940245094937;3.18275263491004;30/10/2017
brugge centrum;BREIDELSTRAAT;BR297;L;r.o. nr. 6;;1903;51.2085489434774;3.22552030874131;30/10/2017
Sint-Pieters;BLAUWE POORT;SP075;F;aan glasbol;Symbol (35, 0, 12);475;51.2369729173299;3.20198318347317;30/10/2017
Sint-Pieters;571;SP051;F;aan bushalte nabij Oostendse Steenweg (kant garage);Symbol (35, 0, 12);453;51.2234138749141;3.19981616476725;30/10/2017
Zeebrugge;MARKTPLEIN;ZB088;F;aan bushalte r.o. gemeenschapshuis;Symbol (35, 0, 12);628;51.3314277239162;3.21029935840607;30/10/2017
Sint-Michiels;RIJSELSTRAAT;SM046;F;achterzijde gemeentehuis;Symbol (35, 0, 12);1293;51.1881360778028;3.21007479780589;30/10/2017
Sint-Kruis;ZOETE INVAL;SK101;F;op speelplein;Symbol (35, 0, 12);1204;51.2117801944273;3.2464818862096;30/10/2017
Zwankendamme;DOORNWEG;ZW002;F;sportvelden, aan petanqueplein;Symbol (35, 0, 12);904;51.3090922259497;3.19878008105807;30/10/2017
Centrum;KONINGIN ASTRIDPARK;BR069;L;tussen banken r.o. schommels;Symbol (35, 0, 12);543;51.2058576780119;3.23231998568234;30/10/2017
Sint-Andries;ZEEWEG;SAXXX;F;B-T-CH kasteel Beisbroek;Symbol (35, 0, 12);1414;51.1767942686847;3.15443859693322;30/10/2017
Assebroek;GENERAAL LEMANLAAN;AS083;F;aan bushalte thv nr 78;;69;51.202049681654;3.23812180478531;30/10/2017
Centrum;DR. SEBRECHTSPARK;BR350;L;aan uitgang naar Beenhouwerstraat;Symbol (35, 0, 12);1037;51.2086366730737;3.21758917950121;30/10/2017
Centrum;HOOGSTUK;BR075;F;aan bank in buurtparking;Symbol (35, 0, 12);549;51.206491366929;3.23628561977251;30/10/2017
Assebroek;;AS132;F;Maaike Kerrebroeckstraat, op middenpleintje op einde straat;;1691;51.2045493730011;3.24136240373731;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;196;51.1929908766395;3.17964546220632;30/10/2017
Sint-Michiels;SPOORWEGSTRAAT;SM074;F;Leiselepark;Symbol (35, 0, 12);1479;51.1827787153768;3.22363845211884;30/10/2017
Zeebrugge;ZEEDIJK;ZB130;ZD;thv nr 34;Symbol (35, 0, 12);911;51.3282982029402;3.17586110508398;30/10/2017
Zeebrugge;BARON DE MAERELAAN;ZB005;ZD;op parking tegenaan betonwand;Symbol (35, 0, 12);936;51.3294569211987;3.18405883757192;30/10/2017
Sint-Kruis;;SK093;F;Gulden Kamer : aan dugouts van terrein 11 - kant zuidervaartje;;1918;51.221702805795;3.24603842219356;30/10/2017
Assebroek;DAVERLOPARK;AS020;F;aan boogschutterslokaal;;13;51.1929827242215;3.24552848247022;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;Symbol (35, 0, 12);1327;51.1934431074157;3.1818637002406;30/10/2017
Brugge;224;BR410;La;aan fietsrek r.o. Geernaartstraat (links);Symbol (35, 0, 12);862;51.2090676923458;3.22426815884756;30/10/2017
Sint-Andries;OLYMPIAPARK;SAXXX;F;;;264;51.1911617358052;3.18202313597511;30/10/2017
Centrum;HENDRIK CONSCIENCELAAN;BR162;L;aan banken r.o. nr 59;Symbol (35, 0, 12);674;51.2041239788353;3.21318095597531;30/10/2017
Assebroek;MISPELBILK;AS116;F;aan trapveld naast speelplein;;1588;51.2051449149922;3.2580114954573;30/10/2017
;;;;;;1637;51.193218371327;3.23069017638926;30/10/2017
